Schuljahr,Schulform,Amtlicher Gemeindeschlüssel,Verwaltungsbezirk,Schulnummer,Amtliche Bezeichnung 1,Amtliche Bezeichnung 2,Amtliche Bezeichnung 3,Straße und Hausnummer,Postleitzahl,Ort,Rechtsstatus,"Telefon-
nummer
Vorwahl","Telefon-
nummer
Durchwahl","Faxnummer
Vorwahl","Faxnummer
Durchwahl","Offizielle
E-Mail-Adresse2)",Anzahl,Sozialindex,latitude,longitude,found_address
2024/25,Grundschule,5111000,Krfr. Stadt Düsseldorf,100869,Städtische Gemeinschaftsgrundschule,Wrangelstraße  -Primarstufe-,,Wrangelstr. 40,40470,Düsseldorf,Öffentlich,211.0,8992880.0,211.0,8929435.0,100869@schule.nrw.de,260,7,51.2560535,6.8095493,"Grundschule Wrangelstraße, 40, Wrangelstraße, Mörsenbroich, Stadtbezirk 6, Düsseldorf, Nordrhein-Westfalen, 40470, Deutschland"
2024/25,Grundschule,5111000,Krfr. Stadt Düsseldorf,100870,Städtische Gemeinschaftsgrundschule,- Primarstufe -,,Neustrelitzer Str. 10,40595,Düsseldorf,Öffentlich,211.0,8926770.0,211.0,8926775.0,100870@schule.nrw.de,175,6,51.1493826,6.8975989,"Gemeinschaftsgrundschule Neustrelitzer Straße, 10, Neustrelitzer Straße, Garath, Stadtbezirk 10, Düsseldorf, Nordrhein-Westfalen, 40595, Deutschland"
2024/25,Grundschule,5111000,Krfr. Stadt Düsseldorf,100882,Grundschule Schloss Benrath,Städtische Gemeinschaftsgrundschule,- Primarstufe -,Erich-Müller-Str. 31,40597,Düsseldorf,Öffentlich,211.0,8928360.0,211.0,8929665.0,100882@schule.nrw.de,180,6,51.1671055,6.8690886,"31, Erich-Müller-Straße, Dorf, Benrath, Stadtbezirk 9, Düsseldorf, Nordrhein-Westfalen, 40597, Deutschland"
2024/25,Grundschule,5111000,Krfr. Stadt Düsseldorf,100894,Städt. Gem. Grundschule,- Primarstufe -,,Max-Halbe-Str. 14,40470,Düsseldorf,Öffentlich,211.0,8923650.0,211.0,8923657.0,100894@schule.nrw.de,235,8,51.2519778,6.8087005,"GGS Max-Halbe-Straße, 14, Max-Halbe-Straße, Mörsenbroich, Stadtbezirk 6, Düsseldorf, Nordrhein-Westfalen, 40470, Deutschland"
2024/25,Grundschule,5111000,Krfr. Stadt Düsseldorf,100900,Theodor-Heuss-Schule,Städt. Gem. Grundschule,,Lützenkircher Str. 2,40591,Düsseldorf,Öffentlich,211.0,8927651.0,211.0,8929613.0,100900@schule.nrw.de,215,8,51.1862791,6.822857,"Theodor-Heuss-Schule Gemeinschaftsgrundschule Lützenkircher Straße, 2, Lützenkircher Straße, Wersten-Mitte/Ost, Wersten, Stadtbezirk 9, Düsseldorf, Nordrhein-Westfalen, 40591, Deutschland"
2024/25,Grundschule,5111000,Krfr. Stadt Düsseldorf,100924,Astrid-Lindgren-Schule,Städt. Gem. Grundschule,- Primarstufe -,Leuthenstr. 50,40231,Düsseldorf,Öffentlich,211.0,8926620.0,211.0,8926625.0,100924@schule.nrw.de,280,5,51.2130379,6.8410005,"Astrid-Lindgren-Schule, 50, Leuthenstraße, Eller, Stadtbezirk 8, Düsseldorf, Nordrhein-Westfalen, 40231, Deutschland"
2024/25,Grundschule,5111000,Krfr. Stadt Düsseldorf,100936,Städt. Gem. Grundschule,- Primarstufe -,,Lennestr. 5,40477,Düsseldorf,Öffentlich,211.0,4846801.0,211.0,4699754.0,100936@schule.nrw.de,220,6,51.2390167,6.7906851,"Grundschule Lennéstraße, 5, Lennéstraße, Pempelfort, Stadtbezirk 1, Düsseldorf, Nordrhein-Westfalen, 40477, Deutschland"
2024/25,Grundschule,5111000,Krfr. Stadt Düsseldorf,100950,Städt. Gem. Grundschule,- Primarstufe -,,Krahnenburgstr. 15,40472,Düsseldorf,Öffentlich,211.0,8923505.0,211.0,8923508.0,100950@schule.nrw.de,270,8,51.2847989,6.795842,"GGS Krahnenburgstraße, 15, Krahnenburgstraße, Lichtenbroich, Stadtbezirk 6, Düsseldorf, Nordrhein-Westfalen, 40472, Deutschland"
2024/25,Grundschule,5111000,Krfr. Stadt Düsseldorf,100961,Städt. Gem. Grundschule,,,Kronprinzenstr. 107,40217,Düsseldorf,Öffentlich,211.0,8924667.0,211.0,8924673.0,100961@schule.nrw.de,325,1,51.2100247,6.7690514,"GGS Kronprinzenstraße, 107, Kronprinzenstraße, Unterbilk, Stadtbezirk 3, Düsseldorf, Nordrhein-Westfalen, 40217, Deutschland"
2024/25,Grundschule,5111000,Krfr. Stadt Düsseldorf,100973,Regenbogenschule,Städtische Gemeinschaftsgrundschule,- Primarstufe -,Kirchfeldstr. 74-80,40215,Düsseldorf,Öffentlich,211.0,8924761.0,211.0,8924769.0,100973@schule.nrw.de,320,6,51.2126679,6.7793695,"Regenbogenschule, 74-80, Kirchfeldstraße, Friedrichstadt, Stadtbezirk 3, Düsseldorf, Nordrhein-Westfalen, 40215, Deutschland"
2024/25,Grundschule,5111000,Krfr. Stadt Düsseldorf,100985,Sternwartschule,Städt. Gem. Grundschule,Im Dahlacker - Primarstufe -,Im Dahlacker 15,40223,Düsseldorf,Öffentlich,211.0,8922118.0,211.0,8929639.0,100985@schule.nrw.de,225,3,51.2021894,6.7667832,"Sternwartschule, 15, Im Dahlacker, Bilk, Stadtbezirk 3, Düsseldorf, Nordrhein-Westfalen, 40223, Deutschland"
2024/25,Grundschule,5111000,Krfr. Stadt Düsseldorf,101000,Ferdinand-Heye-Schule,Städtische Gemeinschaftsgrundschule,- Primarstufe -,Heyestr. 91,40625,Düsseldorf,Öffentlich,211.0,8923763.0,211.0,8923770.0,101000@schule.nrw.de,170,6,51.2276662,6.8616904,"Ferdinand-Heye-Schule, 91, Heyestraße, Meistersiedlung, Gerresheim, Stadtbezirk 7, Düsseldorf, Nordrhein-Westfalen, 40625, Deutschland"
2024/25,Grundschule,5111000,Krfr. Stadt Düsseldorf,101011,Städt. Gem. Grundschule Stoffeler Straße,- Primarstufe -,,Schmiedestr. 10a,40227,Düsseldorf,Öffentlich,211.0,8999812.0,211.0,8929603.0,101011@schule.nrw.de,285,8,51.2108102,6.8071868,"Schmiedestraße, Oberbilk, Stadtbezirk 3, Düsseldorf, Nordrhein-Westfalen, 40227, Deutschland"
2024/25,Grundschule,5111000,Krfr. Stadt Düsseldorf,101023,Heinrich-Heine-Schule,Städt. Gem. Grundschule mit,katholischem Teilstandort -Primarstufe-,Heerdter Landstr. 186,40549,Düsseldorf,Öffentlich,211.0,8926400.0,211.0,8926405.0,101023@schule.nrw.de,395,6,51.2310132,6.7065502,"Heinrich Heine Grundschule, 186, Heerdter Landstraße, Heerdt, Stadtbezirk 4, Düsseldorf, Nordrhein-Westfalen, 40549, Deutschland"
2024/25,Grundschule,5111000,Krfr. Stadt Düsseldorf,101047,Städt. Gem. Grundschule,- Primarstufe -,,Helmholtzstr. 16,40215,Düsseldorf,Öffentlich,211.0,8921780.0,211.0,8929291.0,101047@schule.nrw.de,315,9,51.2154351,6.7887788,"Städtische Gemeinschaftsgrundschule Helmholtzstraße, 16, Helmholtzstraße, Friedrichstadt, Stadtbezirk 3, Düsseldorf, Nordrhein-Westfalen, 40215, Deutschland"
2024/25,Grundschule,5111000,Krfr. Stadt Düsseldorf,101059,Städt. Gem. Grundschule,- Primarstufe -,,Adam-Stegerwald-Str. 14,40595,Düsseldorf,Öffentlich,211.0,8924800.0,211.0,8924803.0,101059@schule.nrw.de,195,8,51.142672,6.9046794,"GGS Adam-Stegerwald-Straße, 14, Adam-Stegerwald-Straße, Garath, Stadtbezirk 10, Düsseldorf, Nordrhein-Westfalen, 40595, Deutschland"
2024/25,Grundschule,5111000,Krfr. Stadt Düsseldorf,101060,Willi Fährmann Schule,Städt. Gem. Grundschule,,Ricarda-Huch-Str. 1,40595,Düsseldorf,Öffentlich,211.0,8925680.0,211.0,8925677.0,101060@schule.nrw.de,280,5,51.1304133,6.9055632,"Willi-Fährmann-Schule Dependance Ingeborg-Bachmann-Straße, 31, Ingeborg-Bachmann-Straße, Hellerhof, Stadtbezirk 10, Düsseldorf, Nordrhein-Westfalen, 40595, Deutschland"
2024/25,Grundschule,5111000,Krfr. Stadt Düsseldorf,107049,Wichernschule,Städt. Gem. Grundschule,mit Montessori-Schwerpunkt -Primarstufe-,Brorsstr. 5,40627,Düsseldorf,Öffentlich,211.0,8923707.0,211.0,8923737.0,107049@schule.nrw.de,230,2,51.2048329,6.8996157,"Wichernschule, 5, Brorsstraße, Unterbach, Stadtbezirk 8, Düsseldorf, Nordrhein-Westfalen, 40627, Deutschland"
2024/25,Grundschule,5111000,Krfr. Stadt Düsseldorf,107062,Carl-Sonnenschein-Schule,Städt. Kath. Grundschule,,Gerresheimer Landstr. 89,40627,Düsseldorf,Öffentlich,211.0,8923740.0,211.0,8923747.0,107062@schule.nrw.de,190,3,51.2035393,6.9018507,"Turnverein Unterbach 1905, 89A, Gerresheimer Landstraße, Unterbach, Stadtbezirk 8, Düsseldorf, Nordrhein-Westfalen, 40627, Deutschland"
2024/25,Grundschule,5111000,Krfr. Stadt Düsseldorf,107086,Friedrich-von-Spee-Schule,Städt. Gem. Grundschule,- Primarstufe -,Am Litzgraben 28a,40489,Düsseldorf,Öffentlich,203.0,997725.0,203.0,7481172.0,107086@schule.nrw.de,330,2,51.3282913,6.7848386,"Friedrich-von-Spee-Schule, 28a, Am Litzgraben, Angermund, Stadtbezirk 5, Düsseldorf, Nordrhein-Westfalen, 40489, Deutschland"
2024/25,Grundschule,5111000,Krfr. Stadt Düsseldorf,107141,Franz-Vaahsen-Schule,Kath. Grundschule Wittlaer,- Primarstufe -,Grenzweg 12,40489,Düsseldorf,Öffentlich,211.0,8922657.0,211.0,8922666.0,107141@schule.nrw.de,365,2,51.3268654,6.7379362,"Franz-Vaahsen-Schule, 12, Grenzweg, Wittlaer, Stadtbezirk 5, Düsseldorf, Nordrhein-Westfalen, 40489, Deutschland"
2024/25,Grundschule,5111000,Krfr. Stadt Düsseldorf,107219,Gem. Grundschule Knittkuhl,- Primarstufe -,,Am Mergelsberg 1,40629,Düsseldorf,Öffentlich,211.0,8923680.0,211.0,8923686.0,107219@schule.nrw.de,285,3,51.2673417,6.8751859,"1, Am Mergelsberg, Knittkuhl, Stadtbezirk 7, Düsseldorf, Nordrhein-Westfalen, 40629, Deutschland"
2024/25,Grundschule,5111000,Krfr. Stadt Düsseldorf,150850,Städt. Montessori-Grundschule,- Primarstufe -,,Lindenstr. 102,40233,Düsseldorf,Öffentlich,211.0,8925690.0,211.0,8925695.0,150850@schule.nrw.de,410,4,51.2283231,6.8050167,"Städtische Montessori Grundschule, 102, Lindenstraße, Flingern Nord, Stadtbezirk 2, Düsseldorf, Nordrhein-Westfalen, 40233, Deutschland"
2024/25,Grundschule,5111000,Krfr. Stadt Düsseldorf,150861,Aloys-Odenthal-Schule,Städtische Gemeinschaftsgrundschule,- Primarstufe -,Diepenstr. 24,40625,Düsseldorf,Öffentlich,211.0,8928282.0,211.0,8929559.0,150861@schule.nrw.de,295,2,51.2307943,6.8450658,"24, Diepenstraße, Gerresheim, Stadtbezirk 7, Düsseldorf, Nordrhein-Westfalen, 40625, Deutschland"
2024/25,Grundschule,5111000,Krfr. Stadt Düsseldorf,183635,Städt. Montessori-Grundschule,- Primarstufe -,,Emil-Barth-Str. 45,40595,Düsseldorf,Öffentlich,211.0,8924848.0,211.0,8924863.0,183635@schule.nrw.de,300,3,51.1421631,6.8938041,"45, Emil-Barth-Straße, Garath, Stadtbezirk 10, Düsseldorf, Nordrhein-Westfalen, 40595, Deutschland"
2024/25,Grundschule,5111000,Krfr. Stadt Düsseldorf,192260,Yitzhak-Rabin-Schule,Jüdische Gemeinde Düsseldorf K.d.ö.R.,- Ersatzschule -,Paul-Spiegel-Platz 1,40476,Düsseldorf,Privat,211.0,8632320.0,211.0,86323219.0,192260@schule.nrw.de,195,,51.2431617,6.7786186,"Synagoge Düsseldorf, 1, Paul-Spiegel-Platz, Golzheim, Stadtbezirk 1, Düsseldorf, Nordrhein-Westfalen, 40476, Deutschland"
2024/25,Grundschule,5112000,Krfr. Stadt Duisburg,101072,Schule am Röttgersbach,Städt. Gemeinschaftsgrundschule,,Bilsestr. 10,47169,Duisburg,Öffentlich,203.0,590987.0,203.0,5031550.0,101072@schule.nrw.de,420,4,51.5146979,6.7819964,"Schule am Röttgersbach, 10, Bilsestraße, Röttgersbach, Hamborn, Duisburg, Nordrhein-Westfalen, 47169, Deutschland"
2024/25,Grundschule,5112000,Krfr. Stadt Duisburg,101084,Hans-Christian-Andersen-Schule,Städtische Gemeinschaftsgrundschule,- Primarstufe -,Wiesbadener Str. 76-78,47138,Duisburg,Öffentlich,203.0,424196.0,203.0,425121.0,101084@schule.nrw.de,275,9,51.4826956,6.8024121,"76-78, Wiesbadener Straße, Hagenshof, Obermeiderich, Meiderich/Beeck, Duisburg, Nordrhein-Westfalen, 47138, Deutschland"
2024/25,Grundschule,5112000,Krfr. Stadt Duisburg,101126,Schule am Bergmannsplatz,Städt. Kath. Grundschule,- Primarstufe -,Rolandstr. 2,47167,Duisburg,Öffentlich,203.0,581298.0,203.0,5181249.0,101126@schule.nrw.de,300,3,51.5007916,6.8005568,"Schule am Bergmannsplatz, 2, Rolandstraße, Siedlung Bergmannsplatz, Neumühl, Hamborn, Duisburg, Nordrhein-Westfalen, 47167, Deutschland"
2024/25,Grundschule,5112000,Krfr. Stadt Duisburg,101138,Fährmann-Schule,Städt. Kath. Grundschule,- Primarstufe -,Neanderstr. 121,47139,Duisburg,Öffentlich,203.0,463628.0,203.0,462589.0,101138@schule.nrw.de,225,4,51.4755474,6.739508,"Fährmann-Schule, 121, Neanderstraße, Beeck, Meiderich/Beeck, Duisburg, Nordrhein-Westfalen, 47139, Deutschland"
2024/25,Grundschule,5112000,Krfr. Stadt Duisburg,101140,Städt. Kath. Grundschule,- Primarstufe -,,Nombericher Str. 74,47137,Duisburg,Öffentlich,203.0,442141.0,203.0,442186.0,101140@schule.nrw.de,205,4,51.4703058,6.7555783,"Kath. GS Nombericher Straße, 74, Nombericher Straße, Meiderich-Berg, Untermeiderich, Meiderich/Beeck, Duisburg, Nordrhein-Westfalen, 47137, Deutschland"
2024/25,Grundschule,5112000,Krfr. Stadt Duisburg,101151,Städt. Gem. Grundschule,- Primarstufe -,,Friedenstr. 5-7,47053,Duisburg,Öffentlich,203.0,60800911.0,203.0,69854.0,101151@schule.nrw.de,365,9,51.4252649,6.7562665,"GGS Friedenstraße, 5-7, Friedenstraße, City Wohnpark, Dellviertel, Duisburg-Mitte, Duisburg, Nordrhein-Westfalen, 47053, Deutschland"
2024/25,Grundschule,5112000,Krfr. Stadt Duisburg,101163,Städt. Kath. Grundschule,,,Böhmer Str. 10-14,47249,Duisburg,Öffentlich,203.0,73829858.0,203.0,791590.0,101163@schule.nrw.de,215,1,51.3854571,6.7639872,"Böhmer Straße, Österreicher Viertel, Buchholz, Duisburg-Süd, Duisburg, Nordrhein-Westfalen, 47249, Deutschland"
2024/25,Grundschule,5112000,Krfr. Stadt Duisburg,101205,Schule im Dichterviertel,Städt. Gemeinschaftsgrundschule,- Primarstufe -,Kampstr. 121,47166,Duisburg,Öffentlich,203.0,553015.0,203.0,4061484.0,101205@schule.nrw.de,220,9,51.4999851,6.7799704,"121, Kampstraße, Dichterviertel, Obermarxloh, Hamborn, Duisburg, Nordrhein-Westfalen, 47166, Deutschland"
2024/25,Grundschule,5112000,Krfr. Stadt Duisburg,101217,Abteischule,Städt. Kath. Grundschule,,Jägerstr. 23a,47166,Duisburg,Öffentlich,203.0,2835301.0,203.0,2835577.0,101217@schule.nrw.de,370,7,51.4902697,6.7659032,"Abteischule, 23a, Jägerstraße, Hamborn, Duisburg, Nordrhein-Westfalen, 47166, Deutschland"
2024/25,Grundschule,5112000,Krfr. Stadt Duisburg,101242,Städt. Kath. Grundschule,- Primarstufe -,,Goldstr. 7-9,47051,Duisburg,Öffentlich,203.0,29887758.0,203.0,24182.0,101242@schule.nrw.de,210,5,51.4311566,6.7611575,"Goldstraße, City Wohnpark, Dellviertel, Duisburg-Mitte, Duisburg, Nordrhein-Westfalen, 47051, Deutschland"
2024/25,Grundschule,5112000,Krfr. Stadt Duisburg,101254,Städt. Kath. Grundschule,- Primarstufe -,,Henriettenstr. 25,47169,Duisburg,Öffentlich,203.0,403640.0,203.0,4060884.0,101254@schule.nrw.de,245,9,51.5019776,6.7528254,"25, Henriettenstraße, Marxloh, Hamborn, Duisburg, Nordrhein-Westfalen, 47169, Deutschland"
2024/25,Grundschule,5112000,Krfr. Stadt Duisburg,101266,Barbaraschule,Städt. Kath. Grundschule,- Primarstufe -,Gartenstr. 110,47167,Duisburg,Öffentlich,203.0,586476.0,203.0,51929812.0,101266@schule.nrw.de,215,5,51.4922743,6.7917425,"110, Gartenstraße, Neumühl, Hamborn, Duisburg, Nordrhein-Westfalen, 47167, Deutschland"
2024/25,Grundschule,5112000,Krfr. Stadt Duisburg,101291,Städt. Kath. Grundschule,- Primarstufe -,,Grabenstr. 150,47057,Duisburg,Öffentlich,203.0,374712.0,203.0,3631405.0,101291@schule.nrw.de,190,3,51.4239911,6.7836342,"kath. Grundschule Grabenstraße, 150, Grabenstraße, Wabenquartier, Neudorf-Süd, Duisburg-Mitte, Duisburg, Nordrhein-Westfalen, 47057, Deutschland"
2024/25,Grundschule,5112000,Krfr. Stadt Duisburg,101321,Grundschule Rahm,Städt. Gemeinschaftsgrundschule,,Am Knappert 20,47269,Duisburg,Öffentlich,203.0,766334.0,203.0,7392317.0,101321@schule.nrw.de,205,2,51.3509215,6.7867847,"Grundschule Rahm (GGS), 20, Am Knappert, Rahm, Duisburg-Süd, Duisburg, Nordrhein-Westfalen, 47269, Deutschland"
2024/25,Grundschule,5112000,Krfr. Stadt Duisburg,101333,Städt. Gem. Grundschule,- Primarstufe -,,Tonstr. 16,47058,Duisburg,Öffentlich,203.0,2834950.0,203.0,2834962.0,101333@schule.nrw.de,400,3,51.4369051,6.7939637,"16, Tonstraße, Duissern, Duisburg-Mitte, Duisburg, Nordrhein-Westfalen, 47058, Deutschland"
2024/25,Grundschule,5112000,Krfr. Stadt Duisburg,101357,Städt. Gem. Grundschule,,,Zoppenbrückstr. 43-45,47138,Duisburg,Öffentlich,203.0,428482.0,203.0,4103685.0,101357@schule.nrw.de,190,5,51.4621698,6.7925387,"Zoppenbrückstraße, Ratingsee, Obermeiderich, Meiderich/Beeck, Duisburg, Nordrhein-Westfalen, 47138, Deutschland"
2024/25,Grundschule,5112000,Krfr. Stadt Duisburg,101369,Städt. Gem. Grundschule,,,Wrangelstr. 17,47059,Duisburg,Öffentlich,203.0,2834197.0,203.0,2835177.0,101369@schule.nrw.de,160,5,51.4408096,6.7471428,"Gemeinschaftsgrundschule Wrangel Straße, 17, Wrangelstraße, Kaßlerfeld, Duisburg-Mitte, Duisburg, Nordrhein-Westfalen, 47059, Deutschland"
2024/25,Grundschule,5112000,Krfr. Stadt Duisburg,101370,Schule Am Mattlerbusch,Städt. Gem. Grundschule,- Primarstufe -,Wehofer Str. 45,47169,Duisburg,Öffentlich,203.0,592717.0,203.0,5030548.0,101370@schule.nrw.de,215,3,51.5210763,6.7733489,"45, Wehofer Straße, Röttgersbach, Hamborn, Duisburg, Nordrhein-Westfalen, 47169, Deutschland"
2024/25,Grundschule,5112000,Krfr. Stadt Duisburg,101382,Schule am Park,Städt. Gem. Grundschule,- Primarstufe -,Warbruckstr. 217,47169,Duisburg,Öffentlich,203.0,591691.0,203.0,598830.0,101382@schule.nrw.de,265,6,51.5125257,6.7669106,"GGS Schule am Park, Warbruckstraße, Jubiläumshainviertel, Marxloh, Hamborn, Duisburg, Nordrhein-Westfalen, 47169, Deutschland"
2024/25,Grundschule,5112000,Krfr. Stadt Duisburg,101394,Städt. Gem. Grundschule,,,Heinrich-Bongers-Str. 12,47137,Duisburg,Öffentlich,203.0,442536.0,203.0,4492759.0,101394@schule.nrw.de,345,4,51.4626569,6.7726647,"Heinrich-Bongers-Grundschule, 12, Heinrich-Bongers-Straße, Mittelmeiderich, Meiderich/Beeck, Duisburg, Nordrhein-Westfalen, 47137, Deutschland"
2024/25,Grundschule,5112000,Krfr. Stadt Duisburg,101400,Städt. Gem. Grundschule,Hochfelder Markt,- Primarstufe -,St.-Johann-Str. 37,47053,Duisburg,Öffentlich,203.0,64270.0,203.0,6693755.0,101400@schule.nrw.de,470,9,51.4164098,6.7558295,"GGS Hochfelder Markt, 37, St.-Johann-Straße, RheinOrt, Hochfeld, Duisburg-Mitte, Duisburg, Nordrhein-Westfalen, 47053, Deutschland"
2024/25,Grundschule,5112000,Krfr. Stadt Duisburg,101412,Grundschule Bruckhausen,Städt. Gem. Grundschule,,Schulstr. 31-35,47166,Duisburg,Öffentlich,203.0,460297.0,203.0,578139.0,101412@schule.nrw.de,280,9,51.4885412,6.7435853,"Gemeinschaftsgrundschule Bruckhausen, 31-35, Schulstraße, Bruckhausen, Meiderich/Beeck, Duisburg, Nordrhein-Westfalen, 47166, Deutschland"
2024/25,Grundschule,5112000,Krfr. Stadt Duisburg,101424,Städtische Gemeinschaftsgrundschule,,,Sandstr. 46,47169,Duisburg,Öffentlich,203.0,403688.0,203.0,401218.0,101424@schule.nrw.de,380,9,51.5067099,6.7553108,"GGS Sandstraße, 46, Sandstraße, Jubiläumshainviertel, Marxloh, Hamborn, Duisburg, Nordrhein-Westfalen, 47169, Deutschland"
2024/25,Grundschule,5112000,Krfr. Stadt Duisburg,101436,Salzmannschule,Städt. Gem. Grundschule,,Max-Planck-Str. 71-73,47167,Duisburg,Öffentlich,203.0,581316.0,203.0,512419.0,101436@schule.nrw.de,320,7,51.4989556,6.8105811,"Salzmannschule, 71-73, Max-Planck-Straße, Siedlung Bergmannsplatz, Neumühl, Hamborn, Duisburg, Nordrhein-Westfalen, 47167, Deutschland"
2024/25,Grundschule,5112000,Krfr. Stadt Duisburg,101448,Städt. Gem. Grundschule,- Primarstufe -,,Lange Kamp 17,47139,Duisburg,Öffentlich,203.0,464972.0,203.0,4691990.0,101448@schule.nrw.de,340,9,51.48048,6.7356562,"Gemeinschaftsgrundschule Lange Kamp, 17, Lange Kamp, Beeck, Meiderich/Beeck, Duisburg, Nordrhein-Westfalen, 47139, Deutschland"
2024/25,Grundschule,5112000,Krfr. Stadt Duisburg,101473,Städt. Gem. Grundschule,- Primarstufe -,,Böhmer Str. 10-14,47249,Duisburg,Öffentlich,203.0,73829855.0,203.0,7395972.0,101473@schule.nrw.de,325,3,51.3854571,6.7639872,"Böhmer Straße, Österreicher Viertel, Buchholz, Duisburg-Süd, Duisburg, Nordrhein-Westfalen, 47249, Deutschland"
2024/25,Grundschule,5112000,Krfr. Stadt Duisburg,101485,Städt. Gem. Grundschule,- Primarstufe -,,Mozartstr. 30,47057,Duisburg,Öffentlich,203.0,351532.0,203.0,372766.0,101485@schule.nrw.de,355,4,51.4178628,6.793019,"GGS Mozartstraße, 30, Mozartstraße, Einschornsteinsiedlung, Neudorf-Süd, Duisburg-Mitte, Duisburg, Nordrhein-Westfalen, 47057, Deutschland"
2024/25,Grundschule,5112000,Krfr. Stadt Duisburg,101503,Städt. Gem. Grundschule,- Primarstufe -,,Lilienthalstr. 28,47059,Duisburg,Öffentlich,203.0,310769.0,203.0,316479.0,101503@schule.nrw.de,200,6,51.4362178,6.7229591,"Gemeinschaftsgrundschule Lilienthalstraße, 28, Lilienthalstraße, Diergardt-Siedlung, Neuenkamp, Duisburg-Mitte, Duisburg, Nordrhein-Westfalen, 47059, Deutschland"
2024/25,Grundschule,5112000,Krfr. Stadt Duisburg,101515,Städt. Gem. Grundschule,,,Klosterstr. 18,47051,Duisburg,Öffentlich,203.0,2982344.0,203.0,24851.0,101515@schule.nrw.de,205,6,51.4335325,6.7580466,"Städtische Gemeinschaftsgrundschule Klosterstraße, 18, Klosterstraße, Altstadt, Duisburg-Mitte, Duisburg, Nordrhein-Westfalen, 47051, Deutschland"
2024/25,Grundschule,5112000,Krfr. Stadt Duisburg,101527,Hundertwasser-Schule,Städtische Gemeinschaftsgrundschule,Schule der Primarstufe,Karolinenstr. 10,47137,Duisburg,Öffentlich,203.0,4176695.0,203.0,4176464.0,101527@schule.nrw.de,315,8,51.4724827,6.7848767,"Hundertwasserschule (Gemeinschaftsgrundschule), 10, Karolinenstraße, Lösort-Emschertal, Obermeiderich, Meiderich/Beeck, Duisburg, Nordrhein-Westfalen, 47137, Deutschland"
2024/25,Grundschule,5112000,Krfr. Stadt Duisburg,101540,Städt. Gem. Grundschule,- Primarstufe -,,Humboldtstr. 8,47166,Duisburg,Öffentlich,203.0,5522192.0,203.0,549106.0,101540@schule.nrw.de,340,6,51.4886185,6.777849,"8, Humboldtstraße, Hamborn, Duisburg, Nordrhein-Westfalen, 47166, Deutschland"
2024/25,Grundschule,5112000,Krfr. Stadt Duisburg,101552,Grundschule Ruhrort,Städt. Gem. Grundschule,- Primarstufe -,Fürst-Bismarck-Str. 26,47119,Duisburg,Öffentlich,203.0,8605928.0,203.0,872404.0,101552@schule.nrw.de,195,7,51.4556877,6.7311679,"Fürst-Bismarck-Straße, Ruhrort, Homberg/Ruhrort/Baerl, Duisburg, Nordrhein-Westfalen, 47119, Deutschland"
2024/25,Grundschule,5112000,Krfr. Stadt Duisburg,101564,Städt. Gem. Grundschule,- Primarstufe -,,Brückenstr. 96-98,47053,Duisburg,Öffentlich,203.0,664018.0,203.0,6693559.0,101564@schule.nrw.de,350,9,51.418123,6.7502805,"Gemeinschaftsgrundschule Brückenstraße, 96-98, Brückenstraße, RheinOrt, Hochfeld, Duisburg-Mitte, Duisburg, Nordrhein-Westfalen, 47053, Deutschland"
2024/25,Grundschule,5112000,Krfr. Stadt Duisburg,101576,Städt. Gem. Grundschule,- Primarstufe -,,Hermann-Grothe-Str. 99,47279,Duisburg,Öffentlich,203.0,724176.0,203.0,719343.0,101576@schule.nrw.de,140,1,51.3923063,6.8127174,"Gemeinschaftsgrundschule Hermann-Grothe-Straße, 99, Hermann-Grothe-Straße, Bissingheim, Duisburg-Süd, Duisburg, Nordrhein-Westfalen, 47279, Deutschland"
